FUNCIÓN_DENOMINACIÓN,TIPO_URG,CENTRO_GESTOR,MES_1,MES_2,MES_3,MES_4,MES_5,MES_6,MES_7,MES_8,MES_9,MES_10,MES_11,MES_12
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN BENITO JUÁREZ,"12,339,062","28,601,109","47,849,366","63,154,109","89,025,370","110,692,481","130,556,709","144,051,578",0,0,0,0
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN COYOACÁN,"10,796,051","20,780,646","34,647,745","52,014,044","74,628,363","85,510,734","103,183,924","114,264,694",0,0,0,0
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN CUAJIMALPA DE MORELOS,"6,809,890","18,194,585","34,511,954","45,792,784","68,199,869","87,671,614","101,265,076","122,461,031",0,0,0,0
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN CUAUHTÉMOC,"63,652,131","110,334,704","168,226,222","215,103,527","287,939,003","355,689,322","403,362,671","473,095,117",0,0,0,0
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN GUSTAVO A. MADERO,0,0,"243,252","335,636","640,278","3,620,150","3,699,438","3,699,438",0,0,0,0
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN IZTACALCO,"9,069,896","12,125,308","15,808,896","30,626,261","41,744,538","50,315,449","55,740,738","66,228,961",0,0,0,0
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN IZTAPALAPA,"4,898,844","5,353,344","25,979,610","48,593,221","77,489,038","96,154,726","125,931,520","137,286,319",0,0,0,0
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN LA MAGDALENA CONTRERAS,"8,616,158","14,677,418","20,020,201","27,786,095","35,464,504","43,457,456","53,733,507","66,437,435",0,0,0,0
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN MIGUEL HIDALGO,"13,159,567","29,502,285","51,525,992","72,248,319","98,102,341","116,315,576","142,905,028","175,149,431",0,0,0,0
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN MILPA ALTA,0,0,0,0,"941,418","956,399","2,543,393","2,918,002",0,0,0,0
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN TLÁHUAC,"2,651,372","11,656,286","25,163,998","35,904,928","44,236,989","54,163,529","67,425,593","78,809,149",0,0,0,0
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN TLALPAN,"9,777,700","19,252,374","29,514,306","38,761,794","51,303,760","64,928,478","74,761,616","84,551,705",0,0,0,0
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN VENUSTIANO CARRANZA,"19,400,213","40,101,281","57,427,351","86,234,223","117,248,683","136,105,120","162,580,276","185,334,800",0,0,0,0
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN XOCHIMILCO,"15,174,700","30,096,096","44,940,244","60,040,296","81,784,922","96,585,105","112,223,325","127,544,134",0,0,0,0
PROTECCIÓN AMBIENTAL,DEPENDENCIAS,SECRETARÍA DE MEDIO AMBIENTE DEL DISTRITO FEDERAL,"46,842,104","98,109,461","169,191,106","284,079,191","453,653,759","608,951,263","705,471,486","826,700,518",0,0,0,0
PROTECCIÓN AMBIENTAL,DEPENDENCIAS,SECRETARÍA DE OBRAS Y SERVICIOS DEL DISTRITO FEDERAL,"20,028,591","55,919,061","77,543,120","442,563,328","722,049,462","804,593,250","889,644,474","1,188,923,595",0,0,0,0
PROTECCIÓN AMBIENTAL,ÓRGANOS DESCONCENTRADOS,"AUTORIDAD DE LA ZONA PATRIMONIO MUNDIAL NATURAL Y CULTURAL DE LA HUMANIDAD EN XOCHIMILCO, TLÁHUAC Y MILPA ALTA","751,656","1,677,605","2,678,437","3,659,628","4,612,769","5,724,952","6,803,947","7,748,564",0,0,0,0
PROTECCIÓN AMBIENTAL,ÓRGANOS DESCONCENTRADOS,SISTEMA DE AGUAS DE LA CIUDAD DE MÉXICO,"170,185,274","305,768,071","461,674,659","729,052,723","1,297,203,576","1,697,388,528","2,018,356,273","2,245,545,933",0,0,0,0
PROTECCIÓN AMBIENTAL,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FONDO AMBIENTAL PÚBLICO DEL DISTRITO FEDERAL,0,"13,200,294","19,798,324","30,720,958","45,493,944","126,868,819","150,288,008","150,288,008",0,0,0,0
PROTECCIÓN AMBIENTAL,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),"SERVICIOS METROPOLITANOS, S.A. DE C.V.",0,613,"1,350","7,918","10,774","40,538","51,238","51,238",0,0,0,0
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN ÁLVARO OBREGÓN,"1,319,202","2,633,813","5,856,549","9,007,201","13,211,130","14,600,689","17,633,320","21,061,400",0,0,0,0
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN AZCAPOTZALCO,"3,446,650","5,149,390","8,730,148","10,532,890","19,625,055","22,218,756","25,009,199","29,510,237",0,0,0,0
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN BENITO JUÁREZ,"1,983,691","4,473,866","6,588,580","8,445,698","11,812,824","15,066,494","17,038,844","18,601,223",0,0,0,0
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN COYOACÁN,"8,297,723","16,836,134","26,188,901","35,139,938","65,370,478","98,943,095","116,377,162","142,259,278",0,0,0,0
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN CUAJIMALPA DE MORELOS,"3,169,237","4,299,132","13,613,713","15,744,363","19,519,498","21,219,237","25,930,180","33,681,935",0,0,0,0
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN CUAUHTÉMOC,"12,565,465","28,734,520","50,239,685","70,230,562","95,761,906","110,870,702","148,746,665","165,130,507",0,0,0,0
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN GUSTAVO A. MADERO,0,0,0,0,"351,541","351,541","385,172","8,930,592",0,0,0,0
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN IZTACALCO,"376,924","987,508","1,104,068","1,674,049","6,653,253","10,037,690","36,471,346","45,999,487",0,0,0,0
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN IZTAPALAPA,"21,014,730","63,763,862","102,267,073","140,537,606","212,176,351","302,317,539","355,605,880","433,068,110",0,0,0,0
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN LA MAGDALENA CONTRERAS,"2,813,603","7,261,063","16,048,591","22,557,110","37,820,119","45,058,141","67,205,346","82,006,186",0,0,0,0
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN MIGUEL HIDALGO,"3,184,718","6,619,652","9,826,765","13,307,114","20,402,867","23,508,595","27,409,662","31,857,391",0,0,0,0
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN MILPA ALTA,0,0,0,0,0,"2,556,441","2,600,492","2,600,492",0,0,0,0
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN TLÁHUAC,"837,666","2,832,135","9,855,053","17,170,244","21,998,197","27,435,245","31,574,351","45,406,074",0,0,0,0
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN TLALPAN,"11,407,831","23,043,413","34,008,928","45,098,809","62,637,769","75,000,246","87,170,954","100,941,663",0,0,0,0
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN VENUSTIANO CARRANZA,"5,813,210","14,709,036","28,408,131","38,174,657","55,923,515","72,449,652","89,753,186","103,503,884",0,0,0,0
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN XOCHIMILCO,"5,470,348","10,659,500","18,301,626","26,220,150","33,598,595","40,727,320","48,045,760","55,928,341",0,0,0,0
PROTECCIÓN SOCIAL,DEPENDENCIAS,OFICIALÍA MAYOR,"1,780,462","3,547,898","5,685,579","7,577,540","14,059,324","16,084,360","17,271,313","19,708,759",0,0,0,0
PROTECCIÓN SOCIAL,DEPENDENCIAS,SECRETARÍA DE DESARROLLO RURAL Y EQUIDAD PARA LAS COMUNIDADES DEL DISTRITO FEDERAL,"767,726","2,800,266","4,110,574","5,865,554","7,556,367","9,468,812","12,910,561","18,871,386",0,0,0,0
PROTECCIÓN SOCIAL,DEPENDENCIAS,SECRETARÍA DE DESARROLLO SOCIAL DEL DISTRITO FEDERAL,"1,133,039,896","1,726,393,648","2,358,066,561","2,993,418,880","3,742,508,059","4,378,031,366","5,032,524,870","5,652,837,760",0,0,0,0
PROTECCIÓN SOCIAL,DEPENDENCIAS,SECRETARÍA DE GOBIERNO DEL DISTRITO FEDERAL,0,"321,000","506,552","680,156","910,488","1,128,720","1,344,552","1,562,905",0,0,0,0
PROTECCIÓN SOCIAL,DEPENDENCIAS,SECRETARÍA DEL TRABAJO Y FOMENTO AL EMPLEO DEL DISTRITO FEDERAL,"3,011,495","7,354,517","89,047,663","125,455,077","164,781,501","208,066,587","262,027,905","276,084,500",0,0,0,0
PROTECCIÓN SOCIAL,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN DE LA POLICÍA AUXILIAR DEL DISTRITO FEDERAL,"14,224,584","28,071,067","42,169,822","56,024,151","71,153,750","86,239,101","102,786,894","102,786,894",0,0,0,0
PROTECCIÓN SOCIAL,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN DE LA POLICÍA PREVENTIVA DEL DISTRITO FEDERAL,"462,562","22,644,783","363,081,495","722,751,345","919,584,220","1,112,404,695","1,293,807,731","1,293,807,731",0,0,0,0
PROTECCIÓN SOCIAL,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN PARA TRABAJADORES A LISTA DE RAYA DEL GOBIERNO DEL DISTRITO FEDERAL,"107,492,300","206,573,200","376,692,711","479,320,387","558,647,804","652,392,610","756,568,677","756,568,677",0,0,0,0
PROTECCIÓN SOCIAL,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),HEROICO CUERPO DE BOMBEROS DEL DISTRITO FEDERAL,0,0,0,0,0,0,0,0,0,0,0,0
PROTECCIÓN SOCIAL,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DE LA CIUDAD DE MÉXICO,"601,599","1,510,433","2,639,245","4,255,143","5,570,043","6,891,453","7,753,823","7,753,823",0,0,0,0
PROTECCIÓN SOCIAL,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE LA JUVENTUD DEL DISTRITO FEDERAL,0,"8,091,609","13,950,041","20,294,752","26,267,486","32,569,123","43,906,611","43,906,611",0,0,0,0
PROTECCIÓN SOCIAL,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SERVICIOS DE SALUD PÚBLICA DEL DISTRITO FEDERAL,0,0,0,0,"297,733","963,960","1,406,419","1,406,419",0,0,0,0
PROTECCIÓN SOCIAL,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SISTEMA DE TRANSPORTE COLECTIVO METRO,"1,823,743","3,790,134","5,672,838","7,530,892","9,852,457","12,561,014","16,051,149","16,051,149",0,0,0,0
PROTECCIÓN SOCIAL,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL DISTRITO FEDERAL,"37,360,798","214,211,259","407,448,210","563,192,189","723,763,790","978,216,219","1,124,974,617","1,124,974,617",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DELEGACIONES,DELEGACIÓN ÁLVARO OBREGÓN,"7,181","334,855","814,509","3,955,023","4,525,619","6,825,303","7,489,593","12,350,963",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DELEGACIONES,DELEGACIÓN AZCAPOTZALCO,"5,548,822","9,955,599","15,928,000","20,754,197","24,709,789","31,710,018","36,406,476","41,640,802",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DELEGACIONES,DELEGACIÓN BENITO JUÁREZ,"7,083,169","26,602,305","48,017,370","65,337,381","84,426,782","101,468,160","123,724,887","140,366,754",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DELEGACIONES,DELEGACIÓN COYOACÁN,"5,919,146","12,099,467","19,013,763","30,789,929","44,621,794","54,124,171","62,116,660","72,302,936",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DELEGACIONES,DELEGACIÓN CUAJIMALPA DE MORELOS,"3,148,614","7,203,658","10,936,019","20,784,273","26,824,822","32,395,334","39,889,418","45,604,737",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DELEGACIONES,DELEGACIÓN CUAUHTÉMOC,"1,554,480","8,912,027","16,706,804","24,310,701","34,456,931","40,802,395","47,161,155","54,718,026",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DELEGACIONES,DELEGACIÓN GUSTAVO A. MADERO,0,0,0,"2,647","2,647","6,904,659","7,248,138","7,305,138",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DELEGACIONES,DELEGACIÓN IZTACALCO,"697,079","1,296,266","2,360,887","2,950,878","11,369,125","24,042,587","30,374,224","34,250,906",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DELEGACIONES,DELEGACIÓN IZTAPALAPA,"5,865,008","8,234,493","12,369,247","20,382,372","32,464,445","47,300,016","68,176,553","79,807,379",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DELEGACIONES,DELEGACIÓN LA MAGDALENA CONTRERAS,"1,747,698","3,325,705","6,873,226","10,441,223","13,528,595","20,035,790","24,324,415","29,613,218",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DELEGACIONES,DELEGACIÓN MIGUEL HIDALGO,"4,573,257","8,965,070","13,256,921","19,368,908","26,329,087","31,203,005","36,899,508","42,058,495",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DELEGACIONES,DELEGACIÓN MILPA ALTA,0,0,"4,517,986","4,657,986","5,144,986","6,549,524","9,029,097","9,886,720",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DELEGACIONES,DELEGACIÓN TLÁHUAC,"124,812","346,901","4,287,017","6,745,139","9,681,411","11,917,384","12,887,147","13,671,307",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DELEGACIONES,DELEGACIÓN TLALPAN,"161,541","333,588","630,744","3,560,225","5,672,558","6,836,590","10,718,518","15,587,460",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DELEGACIONES,DELEGACIÓN VENUSTIANO CARRANZA,"4,259,815","15,247,491","28,805,051","45,916,098","63,468,727","74,702,738","88,134,014","104,404,463",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DELEGACIONES,DELEGACIÓN XOCHIMILCO,"6,355,695","12,398,072","18,862,921","26,744,489","35,629,383","42,623,930","50,091,113","56,333,284",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DEPENDENCIAS,SECRETARÍA DE CULTURA DEL DISTRITO FEDERAL,"20,943,958","52,071,783","84,922,085","122,114,361","174,179,285","212,435,156","257,247,608","295,058,384",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DEPENDENCIAS,SECRETARÍA DE MEDIO AMBIENTE DEL DISTRITO FEDERAL,"2,721,582","5,361,387","8,661,104","12,585,828","16,246,097","19,506,035","22,597,676","25,852,148",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DEPENDENCIAS,SECRETARÍA DE OBRAS Y SERVICIOS DEL DISTRITO FEDERAL,"119,547","248,324","309,394","405,815","566,503","31,903,174","33,295,910","42,928,885",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",DEPENDENCIAS,SECRETARÍA DE SEGURIDAD PÚBLICA DEL DISTRITO FEDERAL,0,216,216,216,216,216,783,823,0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",ÓRGANOS DESCONCENTRADOS,"AUTORIDAD DE LA ZONA PATRIMONIO MUNDIAL NATURAL Y CULTURAL DE LA HUMANIDAD EN XOCHIMILCO, TLÁHUAC Y MILPA ALTA",0,0,"16,921","29,851","45,417","260,270","358,264","425,207",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",ÓRGANOS DESCONCENTRADOS,SISTEMA DE RADIO Y TELEVISIÓN DIGITAL DEL GOBIERNO DEL DISTRITO FEDERAL,"757,085","11,705,177","21,395,024","31,148,221","46,995,580","60,554,280","70,037,249","78,530,979",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN DE LA POLICÍA AUXILIAR DEL DISTRITO FEDERAL,0,"236,344","348,617","583,519","889,336","1,049,016","1,261,211","1,261,211",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN DE LA POLICÍA PREVENTIVA DEL DISTRITO FEDERAL,0,"18,378","28,941","231,918","708,133","2,987,070","3,077,469","3,077,469",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO MUSEO DE ARTE POPULAR MEXICANO,"222,893","1,416,715","2,315,853","3,190,615","4,136,677","5,067,388","6,139,340","6,139,340",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO MUSEO DEL ESTANQUILLO,"821,982","1,682,658","2,766,932","3,680,634","4,818,032","5,878,140","6,783,796","6,783,796",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO PARA LA PROMOCIÓN Y DESARROLLO DEL CINE MEXICANO DEL DISTRITO FEDERAL,0,0,0,0,"519,375","3,289,973","3,479,603","3,479,603",0,0,0,0
"RECREACIÓN, CULTURA Y OTRAS MANIFESTACIONES SOCIALES",SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DEL DEPORTE DEL DISTRITO FEDERAL,"1,748,102","4,316,401","18,471,772","21,155,011","24,769,398","32,526,496","46,084,312","46,084,312",0,0,0,0
SALUD,DELEGACIONES,DELEGACIÓN ÁLVARO OBREGÓN,0,0,0,"2,250,000","4,500,000","4,500,000","8,792,260","12,759,947",0,0,0,0
SALUD,DELEGACIONES,DELEGACIÓN BENITO JUÁREZ,0,0,0,0,0,0,0,0,0,0,0,0
SALUD,DELEGACIONES,DELEGACIÓN COYOACÁN,"1,010,557","1,904,113","4,032,018","5,470,660","8,354,898","9,705,056","10,633,703","13,371,900",0,0,0,0
SALUD,DELEGACIONES,DELEGACIÓN CUAJIMALPA DE MORELOS,"1,342,661","3,501,263","5,010,496","8,237,108","10,836,516","13,844,533","16,077,413","18,265,738",0,0,0,0
SALUD,DELEGACIONES,DELEGACIÓN GUSTAVO A. MADERO,0,0,0,0,0,"150,003","150,003","150,003",0,0,0,0
SALUD,DELEGACIONES,DELEGACIÓN IZTACALCO,0,0,0,0,0,0,0,0,0,0,0,0
SALUD,DELEGACIONES,DELEGACIÓN IZTAPALAPA,"977,874","1,095,636","1,095,636","1,095,636","3,526,776","3,531,416","3,677,462","4,077,792",0,0,0,0
SALUD,DELEGACIONES,DELEGACIÓN LA MAGDALENA CONTRERAS,"254,088","324,606","366,595","1,082,450","1,631,228","1,711,146","2,215,284","2,309,841",0,0,0,0
SALUD,DELEGACIONES,DELEGACIÓN MIGUEL HIDALGO,"2,279,532","4,757,375","6,674,773","8,888,041","11,422,011","13,419,042","15,411,963","17,787,678",0,0,0,0
SALUD,DELEGACIONES,DELEGACIÓN MILPA ALTA,0,0,0,0,0,0,0,"816,144",0,0,0,0
SALUD,DELEGACIONES,DELEGACIÓN TLÁHUAC,0,"33,912","881,472","1,009,020","2,055,960","2,811,792","3,216,740","3,877,488",0,0,0,0
SALUD,DELEGACIONES,DELEGACIÓN TLALPAN,0,0,0,0,"69,433","86,983","785,758","791,841",0,0,0,0
SALUD,DELEGACIONES,DELEGACIÓN VENUSTIANO CARRANZA,"2,017,449","6,991,615","10,357,649","27,963,021","33,103,941","36,048,551","38,065,517","43,752,625",0,0,0,0
SALUD,DELEGACIONES,DELEGACIÓN XOCHIMILCO,0,0,0,"75,463","201,356","242,903","244,447","274,319",0,0,0,0
SALUD,DEPENDENCIAS,PROCURADURÍA GENERAL DE JUSTICIA DEL DISTRITO FEDERAL,"2,106,149","4,381,819","6,801,786","9,288,542","11,822,209","15,385,340","17,844,268","21,807,334",0,0,0,0
SALUD,DEPENDENCIAS,SECRETARÍA DE DESARROLLO SOCIAL DEL DISTRITO FEDERAL,"1,683,735","6,569,762","9,494,890","16,179,184","17,585,993","24,360,219","28,238,322","35,357,099",0,0,0,0
SALUD,DEPENDENCIAS,SECRETARÍA DE OBRAS Y SERVICIOS DEL DISTRITO FEDERAL,"494,757","1,335,240","1,908,197","5,635,009","6,660,037","7,609,789","8,529,989","9,697,943",0,0,0,0
SALUD,DEPENDENCIAS,SECRETARÍA DE SALUD DEL DISTRITO FEDERAL,"516,212,973","968,813,376","1,548,978,380","2,022,632,588","2,778,908,333","3,332,045,571","3,867,615,112","4,321,232,797",0,0,0,0
SALUD,ÓRGANOS DESCONCENTRADOS,AGENCIA DE PROTECCIÓN SANITARIA DEL GOBIERNO DEL DISTRITO FEDERAL,"395,199","1,657,263","2,504,660","3,411,831","4,380,377","5,348,645","6,285,035","7,618,766",0,0,0,0
SALUD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN DE LA POLICÍA AUXILIAR DEL DISTRITO FEDERAL,"1,714,730","37,652,992","70,847,793","108,518,792","135,893,759","190,039,552","249,908,959","249,908,959",0,0,0,0
SALUD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN DE LA POLICÍA PREVENTIVA DEL DISTRITO FEDERAL,"11,962,245","11,962,245","36,404,712","36,404,712","36,458,617","36,905,589","37,659,636","37,659,636",0,0,0,0
SALUD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO PARA LA ATENCIÓN Y PREVENCIÓN DE LAS ADICCIONES DE LA CIUDAD DE MÉXICO,0,0,"11,124,897","15,812,289","20,351,080","26,592,182","32,244,848","32,244,848",0,0,0,0
SALUD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),RÉGIMEN DE PROTECCIÓN SOCIAL EN SALUD DEL DISTRITO FEDERAL,0,0,0,0,0,0,0,0,0,0,0,0
SALUD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SERVICIOS DE SALUD PÚBLICA DEL DISTRITO FEDERAL,"306,547,517","565,812,090","818,851,417","1,123,668,300","1,475,352,503","1,783,550,471","2,171,933,128","2,171,933,128",0,0,0,0
SALUD,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL DISTRITO FEDERAL,0,0,"6,302","6,302","6,302","15,880","185,339","185,339",0,0,0,0
TRANSACCIONES DE LA DEUDA PUBLICA / COSTO FINANCIERO DE LA DEUDA,OTRAS,DEUDA PÚBLICA DEL DISTRITO FEDERAL,"588,327,587","1,431,817,450","2,148,661,865","2,776,212,559","3,655,260,307","4,484,878,035","5,359,986,494","5,813,405,841",0,0,0,0
TRANSACCIONES DE LA DEUDA PUBLICA / COSTO FINANCIERO DE LA DEUDA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SISTEMA DE TRANSPORTE COLECTIVO METRO,"198,311,884","199,285,164","200,325,567","201,332,409","202,372,811","203,379,653","313,735,278","313,735,278",0,0,0,0
TRANSPORTE,DELEGACIONES,DELEGACIÓN CUAUHTÉMOC,"4,824","12,221","4,153,585","5,777,150","6,593,299","8,162,778","9,683,016","11,281,339",0,0,0,0
TRANSPORTE,DELEGACIONES,DELEGACIÓN GUSTAVO A. MADERO,0,0,0,0,0,0,55,55,0,0,0,0
TRANSPORTE,DEPENDENCIAS,SECRETARÍA DE MOVILIDAD DEL DISTRITO FEDERAL,"19,683,980","47,399,960","75,895,792","147,794,592","218,930,683","258,174,613","294,385,723","373,598,501",0,0,0,0
TRANSPORTE,DEPENDENCIAS,SECRETARÍA DE OBRAS Y SERVICIOS DEL DISTRITO FEDERAL,"642,789","2,459,569","3,691,458","5,108,102","6,653,764","7,932,903","2,096,176,179","2,120,125,750",0,0,0,0
TRANSPORTE,ÓRGANOS DESCONCENTRADOS,COORDINACIÓN DE LOS CENTROS DE TRANSFERENCIA MODAL DEL DISTRITO FEDERAL,"1,291,636","2,686,607","4,312,501","5,801,741","7,640,176","9,624,796","11,191,647","24,392,696",0,0,0,0
TRANSPORTE,ÓRGANOS DESCONCENTRADOS,ÓRGANO REGULADOR DE TRANSPORTE,0,0,0,0,0,0,0,0,0,0,0,0
TRANSPORTE,ÓRGANOS DESCONCENTRADOS,PROYECTO METRO DEL DISTRITO FEDERAL,"1,908,551","8,505,244","13,027,101","18,347,610","23,740,077","28,969,427","34,230,670","39,734,272",0,0,0,0
TRANSPORTE,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO PARA EL FONDO DE PROMOCIÓN PARA EL FINANCIAMIENTO DEL TRANSPORTE PÚBLICO,0,0,0,0,0,0,0,0,0,0,0,0
TRANSPORTE,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),METROBÚS,"2,444,467","17,435,701","28,822,273","39,470,945","54,134,356","112,201,381","148,659,769","148,659,769",0,0,0,0
TRANSPORTE,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),RED DE TRANSPORTE DE PASAJEROS DEL DISTRITO FEDERAL,"39,239,309","126,482,022","187,821,877","266,872,299","357,146,723","631,762,067","738,346,172","738,346,172",0,0,0,0
TRANSPORTE,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SERVICIO DE TRANSPORTES ELÉCTRICOS DEL DISTRITO FEDERAL,"17,805,654","65,321,078","115,120,211","160,537,549","215,814,802","255,994,686","316,117,756","316,117,756",0,0,0,0
TRANSPORTE,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),"SERVICIOS METROPOLITANOS, S.A. DE C.V.",0,"9,421,494","14,575,707","20,343,918","25,502,313","30,752,704","30,752,867","30,752,867",0,0,0,0
TRANSPORTE,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SISTEMA DE TRANSPORTE COLECTIVO METRO,"487,951,404","941,763,465","1,499,849,609","2,068,186,643","2,871,133,151","3,864,244,296","4,618,182,588","4,618,182,588",0,0,0,0
TURISMO,DELEGACIONES,DELEGACIÓN CUAJIMALPA DE MORELOS,"56,529","93,147","161,262","197,753","352,095","391,557","989,030","1,026,398",0,0,0,0
